dataset,p,component_1,component_2
QQQ,1,0.99999651,0.00000349
QQQ,1,0.13531026,0.86468974
QQQ,1,0.91686081,0.08313919
QQQ,1,0.52936741,0.47063259
QQQ,1,0.13887461,0.86112539
QQQ,1,0.17355219,0.82644781
QQQ,1,0.99985774,0.00014226
QQQ,1,0.15213606,0.84786394
QQQ,1,0.44566192,0.55433808
QQQ,1,0.24642483,0.75357517
QQQ,1,0.45572535,0.54427465
QQQ,1,0.99989097,0.00010903
QQQ,1,0.34670675,0.65329325
QQQ,1,0.13109227,0.86890773
QQQ,1,0.18611707,0.81388293
QQQ,1,0.17714083,0.82285917
QQQ,1,0.17525601,0.82474399
QQQ,1,0.99395190,0.00604810
QQQ,1,0.93067113,0.06932887
QQQ,1,0.99463679,0.00536321
QQQ,1,0.14835793,0.85164207
QQQ,1,0.21748021,0.78251979
QQQ,1,0.15038300,0.84961700
QQQ,1,0.18139017,0.81860983
QQQ,1,0.14931399,0.85068601
QQQ,1,0.25685774,0.74314226
QQQ,1,0.72255711,0.27744289
QQQ,1,0.17348288,0.82651712
QQQ,1,0.99859973,0.00140027
QQQ,1,0.57765917,0.42234083
QQQ,1,0.86090099,0.13909901
QQQ,1,0.98365729,0.01634271
QQQ,1,0.84553206,0.15446794
QQQ,1,0.32338375,0.67661625
QQQ,1,0.12781733,0.87218267
QQQ,1,0.14483019,0.85516981
QQQ,1,0.90865459,0.09134541
QQQ,1,0.14977184,0.85022816
QQQ,1,0.15499708,0.84500292
QQQ,1,0.18879695,0.81120305
QQQ,1,0.98503514,0.01496486
QQQ,1,0.49047678,0.50952322
QQQ,1,0.16762987,0.83237013
QQQ,1,0.81906673,0.18093327
QQQ,1,0.86939685,0.13060315
QQQ,1,0.30492357,0.69507643
