dataset,p,component_1,component_2
SPY,4,0.09072189,0.90927811
SPY,4,0.06960653,0.93039347
SPY,4,0.08195026,0.91804974
SPY,4,0.06847055,0.93152945
SPY,4,0.65240966,0.34759034
SPY,4,0.10146278,0.89853722
SPY,4,0.29078583,0.70921417
SPY,4,0.06823128,0.93176872
SPY,4,0.87096706,0.12903294
SPY,4,0.07224116,0.92775884
SPY,4,0.08414043,0.91585957
SPY,4,0.06884620,0.93115380
SPY,4,0.08929190,0.91070810
SPY,4,0.07630752,0.92369248
SPY,4,0.11328349,0.88671651
SPY,4,0.10634675,0.89365325
SPY,4,0.09998938,0.90001062
SPY,4,0.13589543,0.86410457
SPY,4,0.12913241,0.87086759
SPY,4,0.18590358,0.81409642
SPY,4,0.09847102,0.90152898
SPY,4,0.08875288,0.91124712
SPY,4,0.09854648,0.90145352
SPY,4,0.14942050,0.85057950
SPY,4,0.08501719,0.91498281
SPY,4,0.07552670,0.92447330
SPY,4,0.07351307,0.92648693
SPY,4,0.06844429,0.93155571
SPY,4,0.06816872,0.93183128
SPY,4,0.07092551,0.92907449
SPY,4,0.35888650,0.64111350
SPY,4,0.18351512,0.81648488
SPY,4,0.19537176,0.80462824
SPY,4,0.63388731,0.36611269
SPY,4,0.07940471,0.92059529
SPY,4,0.62171767,0.37828233
SPY,4,0.17294724,0.82705276
SPY,4,1.00000000,0.00000000
SPY,4,0.99999935,0.00000065
SPY,4,0.06849424,0.93150576
SPY,4,0.78356512,0.21643488
SPY,4,0.56960835,0.43039165
SPY,4,0.87955377,0.12044623
SPY,4,0.07153074,0.92846926
SPY,4,0.07475364,0.92524636
SPY,4,0.07118054,0.92881946
SPY,4,0.14703435,0.85296565
SPY,4,0.10068984,0.89931016
SPY,4,0.06830321,0.93169679
SPY,4,0.70566755,0.29433245
SPY,4,0.17118069,0.82881931
SPY,4,0.26534585,0.73465415
SPY,4,0.60995463,0.39004537
SPY,4,0.07717864,0.92282136
SPY,4,0.08391755,0.91608245
SPY,4,0.34760848,0.65239152
SPY,4,0.12183926,0.87816074
SPY,4,0.41415290,0.58584710
SPY,4,0.06878610,0.93121390
SPY,4,0.07355517,0.92644483
SPY,4,0.06895048,0.93104952
SPY,4,0.90709824,0.09290176
SPY,4,0.07268172,0.92731828
SPY,4,0.07268843,0.92731157
SPY,4,0.06822290,0.93177710
SPY,4,0.22336479,0.77663521
SPY,4,0.06934607,0.93065393
SPY,4,0.08801165,0.91198835
SPY,4,0.12317888,0.87682112
SPY,4,0.47327719,0.52672281
SPY,4,0.06823699,0.93176301
SPY,4,0.12809480,0.87190520
SPY,4,0.09427061,0.90572939
SPY,4,0.07951292,0.92048708
SPY,4,0.13571462,0.86428538
SPY,4,0.19003782,0.80996218
SPY,4,0.08112667,0.91887333
SPY,4,0.46142157,0.53857843
SPY,4,0.08332662,0.91667338
SPY,4,0.07233838,0.92766162
SPY,4,0.59260249,0.40739751
SPY,4,0.42409172,0.57590828
SPY,4,0.06953425,0.93046575
SPY,4,0.08742016,0.91257984
SPY,4,0.07485558,0.92514442
SPY,4,0.30466215,0.69533785
SPY,4,0.06855840,0.93144160
SPY,4,0.11756500,0.88243500
SPY,4,0.99947873,0.00052127
SPY,4,0.22856507,0.77143493
SPY,4,0.28567612,0.71432388
SPY,4,0.08717951,0.91282049
SPY,4,0.10955994,0.89044006
SPY,4,0.25422514,0.74577486
SPY,4,0.46435360,0.53564640
SPY,4,0.09957366,0.90042634
SPY,4,0.12895430,0.87104570
SPY,4,0.07030788,0.92969212
SPY,4,0.06850180,0.93149820
SPY,4,0.12835623,0.87164377
SPY,4,0.13445470,0.86554530
